name,stateFull,stateAbbr,schoolId,agencyName,agencyId,county,address,city,zip,mailAddress,mailCity,mailZip,phone,type,charter,magnet,lat,lng,stateSchoolId,lowGrade,highGrade,level,enrollment,freeLunch,redLunch,totalFreeLunch,nativeAmerican,asian,hispanic,black,white,pacificIsland,multiRacial,ratio
STERLING ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,STANDISH-STERLING COMMUNITY SCHOOLS,2632940,ARENAC COUNTY,338 WEST STATE ST,STERLING,48659,338 W STATE ST,STERLING,48659,9896542367,1-Regular school,2-No,2-No,44.033344,-84.026504,4068,Kindergarten,5th Grade,1-Primary,314,150,27,177,0,1,10,0,296,0,7,21.29
STETSON ELEMENTARY SCHOOL,Colorado,CO ,80387001438,FALCON SCHOOL DISTRICT NO. 49 IN THE COUNTY OF EL PASO AND,803870,EL PASO COUNTY,4910 JEDEDIAH SMITH RD,COLORADO SPRINGS,80922,4910 JEDEDIAH SMITH ROAD,COLORADO SPRINGS,80922,7195744711,1-Regular school,2-No,2-No,38.905969,-104.699722,8266,Prekindergarten,5th Grade,1-Primary,630,60,44,104,0,25,116,61,380,1,47,18.85
STEVENS ELEMENTARY SCHOOL,Colorado,CO ,80480000786,JEFFERSON COUNTY SCHOOL DISTRICT NO. R-1,804800,JEFFERSON COUNTY,4001 REED ST,WHEAT RIDGE,80033,4001 REED STREET,WHEAT RIDGE,80033,3039822198,1-Regular school,2-No,2-No,39.771852,-105.074481,8272,Kindergarten,6th Grade,1-Primary,378,258,50,308,7,4,223,4,126,0,14,14.54
STEVENS T. MASON ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,GROSSE POINTE PUBLIC SCHOOLS,2625740,WAYNE COUNTY,1640 VERNIER RD,GROSSE POINTE WOODS,48236,1640 VERNIER RD,GROSSE POINTE WOODS,48236,3134324400,1-Regular school,2-No,2-No,42.442351,-82.901977,2430,Kindergarten,5th Grade,1-Primary,295,52,9,61,0,3,4,35,248,0,5,12.15
STEWART ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,LAKESHORE SCHOOL DISTRICT (BERRIEN),2620820,BERRIEN COUNTY,2750 ORCHARD LN,STEVENSVILLE,49127,2750 ORCHARD LN,STEVENSVILLE,49127,2694281418,1-Regular school,2-No,2-No,42.041474,-86.520529,2099,Kindergarten,5th Grade,1-Primary,455,123,23,146,1,21,34,31,344,0,24,18.79
STOBER ELEMENTARY SCHOOL,Colorado,CO ,80480000787,JEFFERSON COUNTY SCHOOL DISTRICT NO. R-1,804800,JEFFERSON COUNTY,2300 URBAN ST,LAKEWOOD,80215,2300 URBAN STREET,LAKEWOOD,80215,3039827610,1-Regular school,2-No,2-No,39.751837,-105.133642,8276,Kindergarten,6th Grade,1-Primary,315,117,21,138,3,6,83,6,205,0,12,17.03
STONE MOUNTAIN ELEMENTARY,Colorado,CO ,80345006309,DOUGLAS COUNTY SCHOOL DISTRICT NO. RE 1,803450,DOUGLAS COUNTY,10625 WEATHERSFIELD WAY,HIGHLANDS RANCH,80129,10625 WEATHERSFIELD WAY,HIGHLANDS RANCH,80129,7206418117,1-Regular school,2-No,2-No,39.52333,-105.00051,2953,Kindergarten,6th Grade,1-Primary,446,4,2,6,0,12,23,6,398,0,7,20.09
STONE SCHOOL,Michigan,MI ,2.63E+11,SAGINAW CITY SCHOOL DISTRICT,2630390,SAGINAW COUNTY,1006 STATE ST,SAGINAW,48602,1006 STATE ST,SAGINAW,48602,9893995100,1-Regular school,2-No,1-Yes,43.436515,-83.955027,4083,Kindergarten,5th Grade,1-Primary,220,202,5,207,0,1,37,148,34,0,0,16.92
STONEY CREEK ELEMENTARY,Michigan,MI ,2.61E+11,COMSTOCK PARK PUBLIC SCHOOLS,2610620,KENT COUNTY,200 LANTERN DR NE,COMSTOCK PARK,49321,PO BOX 901,COMSTOCK PARK,49321,6162545600,1-Regular school,2-No,2-No,43.048292,-85.674868,4085,Kindergarten,2nd Grade,1-Primary,null,null,null,null,null,null,null,null,null,null,null,null
STONY CREEK ELEMENTARY SCHOOL,Colorado,CO ,80480001385,JEFFERSON COUNTY SCHOOL DISTRICT NO. R-1,804800,JEFFERSON COUNTY,7203 SOUTH EVERETT,LITTLETON,80128,7203 SOUTH EVERETT,LITTLETON,80128,3039824120,1-Regular school,2-No,2-No,39.585932,-105.096555,8280,Prekindergarten,6th Grade,1-Primary,671,118,32,150,3,32,112,3,493,1,27,22.11
STOTT ELEMENTARY SCHOOL,Colorado,CO ,80480000788,JEFFERSON COUNTY SCHOOL DISTRICT NO. R-1,804800,JEFFERSON COUNTY,6600 YANK WAY,ARVADA,80004,6600 YANK WAY,ARVADA,80004,3039822638,1-Regular school,2-No,2-No,39.816549,-105.143663,8300,Prekindergarten,6th Grade,1-Primary,365,73,28,101,5,14,60,4,267,0,15,20.47
STOTTLEMYER EARLY CHILDHOOD CTR.,Michigan,MI ,2.60E+11,WAYNE-WESTLAND COMMUNITY SCHOOL DISTRICT,2600015,WAYNE COUNTY,34801 MARQUETTE ST,WESTLAND,48185,34801 MARQUETTE ST,WESTLAND,48185,7344192645,1-Regular school,2-No,2-No,42.317312,-83.383033,8475,Prekindergarten,Prekindergarten,1-Primary,0,0,0,0,null,null,null,null,null,null,null,0
STOVE PRAIRIE ELEMENTARY SCHOOL,Colorado,CO ,80399000546,POUDRE SCHOOL DISTRICT R-1,803990,LARIMER COUNTY,3891 STOVE PRAIRIE RD,BELLVUE,80512,3891 STOVE PRAIRIE ROAD,BELLVUE,80512,9704886575,1-Regular school,2-No,2-No,40.603838,-105.343691,8318,Kindergarten,5th Grade,1-Primary,51,9,0,9,2,2,1,0,46,0,0,14.57
STRANGE SCHOOL,Michigan,MI ,2.63E+11,ONEIDA TOWNSHIP S/D #3,2626430,EATON COUNTY,8981 ONEIDA RD,GRAND LEDGE,48837,8981 ONEIDA RD,GRAND LEDGE,48837,5175418716,1-Regular school,2-No,2-No,42.696968,-84.778947,5627,Kindergarten,5th Grade,1-Primary,15,0,0,0,0,0,0,0,15,0,0,15
STRASBURG ELEMENTARY SCHOOL,Colorado,CO ,80675001159,STRASBURG SCHOOL DISTRICT 31J,806750,ADAMS COUNTY,56729 EAST COLORADO AVE,STRASBURG,80136,P O BOX 207,STRASBURG,80136,3036229211,1-Regular school,2-No,2-No,39.742749,-104.323399,8328,Prekindergarten,5th Grade,1-Primary,454,73,27,100,7,5,50,2,390,0,0,16.97
STRATMOOR HILLS ELEMENTARY SCHOOL,Colorado,CO ,80453000671,HARRISON SCHOOL DISTRICT NO. 2 IN THE COUNTY OF EL PASO AN,804530,EL PASO COUNTY,200 LOOMIS AVE,COLORADO SPRINGS,80906,200 LOOMIS AVENUE,COLORADO SPRINGS,80906,7195792185,1-Regular school,2-No,2-No,38.77179,-104.79823,8337,Prekindergarten,5th Grade,1-Primary,282,193,24,217,2,6,104,35,106,0,29,13.75
STRATTON ELEMENTARY SCHOOL,Colorado,CO ,80678001162,SCHOOL DISTRICT NO. R-4 IN THE COUNTY OF KIT CARSON AND STAT,806780,KIT CARSON COUNTY,6 MAIN,STRATTON,80836,6 MAIN,STRATTON,80836,7193485521,1-Regular school,2-No,2-No,39.304609,-102.59549,8342,Prekindergarten,5th Grade,1-Primary,109,25,12,37,3,1,20,1,84,0,0,14.08
STRATTON ELEMENTARY SCHOOL,Colorado,CO ,80678001162,SCHOOL DISTRICT NO. R-4 IN THE COUNTY OF KIT CARSON AND STAT,806780,KIT CARSON COUNTY,6 MAIN,STRATTON,80836,6 MAIN,STRATTON,80836,7193485521,1-Regular school,2-No,2-No,39.304609,-102.59549,8342,Prekindergarten,5th Grade,1-Primary,109,25,12,37,3,1,20,1,84,0,0,14.08
STRATTON MEADOWS ELEMENTARY SCHOOL,Colorado,CO ,80453000672,HARRISON SCHOOL DISTRICT NO. 2 IN THE COUNTY OF EL PASO AN,804530,EL PASO COUNTY,610 BROOKSHIRE AVE,COLORADO SPRINGS,80906,610 BROOKSHIRE AVENUE,COLORADO SPRINGS,80906,7195792190,1-Regular school,2-No,2-No,38.805027,-104.812519,8350,Prekindergarten,5th Grade,1-Primary,375,287,31,318,6,14,208,42,97,1,7,16.21
STRAWBERRY PARK ELEMENTARY SCHOOL,Colorado,CO ,80666001360,STEAMBOAT SPRINGS SCHOOL DISTRICT NO. RE 2,806660,ROUTT COUNTY,39620 AMETHYST DR,STEAMBOAT SPRINGS,80487,P O BOX 774368,STEAMBOAT SPRINGS,80477,9708797550,1-Regular school,2-No,2-No,40.498179,-106.817282,8358,Kindergarten,5th Grade,1-Primary,505,56,23,79,0,9,56,0,431,1,8,14.34
STUCKEY ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,REDFORD UNION SCHOOL DISTRICT,2629460,WAYNE COUNTY,26000 FARGO,REDFORD,48240,26000 FARGO,REDFORD,48240,3132423900,1-Regular school,2-No,2-No,42.437256,-83.299374,4094,2nd Grade,5th Grade,1-Primary,365,229,20,249,3,3,18,117,210,0,14,14.9
STUDENT SUPPORT SERVICES,Michigan,MI ,2.61E+11,CLARKSTON COMMUNITY SCHOOL DISTRICT,2609900,OAKLAND COUNTY,6389 CLARKSTON RD,CLARKSTON,48346,6389 CLARKSTON RD,CLARKSTON,48346,2486238080,2-Special education school,2-No,2-No,42.740221,-83.407012,7565,Prekindergarten,Prekindergarten,1-Primary,0,0,0,0,null,null,null,null,null,null,null,0
STUKEY ELEMENTARY SCHOOL,Colorado,CO ,80690001190,ADAMS 12 FIVE STAR SCHOOLS,806900,ADAMS COUNTY,11080 GRANT DR,NORTHGLENN,80233,11080 GRANT DRIVE,NORTHGLENN,80233,7209725420,1-Regular school,2-No,2-No,39.898072,-104.981118,8361,Kindergarten,5th Grade,1-Primary,466,301,55,356,5,2,234,9,207,1,8,17.39
SUGARBUSH ELEMENTARY SCHOOL,Michigan,MI ,2.60E+11,ANCHOR BAY SCHOOL DISTRICT,2602790,MACOMB COUNTY,48400 SUGARBUSH RD,CHESTERFIELD,48047,48400 SUGARBUSH RD,CHESTERFIELD,48047,5865987660,1-Regular school,2-No,2-No,42.665757,-82.795605,6600,Kindergarten,5th Grade,1-Primary,284,45,14,59,1,1,5,0,273,0,4,15.17
SULLIVAN ELEMENTARY SCHOOL,Michigan,MI ,2.60E+11,L'ANSE AREA SCHOOLS,2600018,BARAGA COUNTY,201 NORTH 4TH ST,LANSE,49946,201 N. 4TH STREET,L'ANSE,49946,9065247365,1-Regular school,2-No,2-No,46.757742,-88.45049,5002,Kindergarten,6th Grade,1-Primary,368,178,37,215,105,1,0,2,257,1,2,15.09
SUMMERFIELD ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,SUMMERFIELD SCHOOL DISTRICT,2633120,MONROE COUNTY,232 EAST ELM ST,PETERSBURG,49270,232 EAST ELM ST,PETERSBURG,49270,7342791013,1-Regular school,2-No,2-No,41.90018,-83.709464,5907,Kindergarten,6th Grade,1-Primary,393,100,19,119,0,0,10,7,376,0,0,21.03
SUMMERFIELD SCHOOL,Michigan,MI ,2.61E+11,FLINT CITY SCHOOL DISTRICT,2614520,GENESEE COUNTY,1360 MILBOURNE AVE,FLINT,48504,1360 MILBOURNE AVE,FLINT,48504,8107601550,1-Regular school,2-No,1-Yes,43.026225,-83.720723,5949,Kindergarten,6th Grade,1-Primary,281,249,6,255,0,0,1,273,5,0,2,13.71
SUMMIT ACADEMY NORTH ELEMENTARY SCHOOL,Michigan,MI ,2.60E+11,SUMMIT ACADEMY NORTH,2600225,WAYNE COUNTY,28697 SIBLEY RD,ROMULUS,48174,PO BOX 278,FLAT ROCK,48134,7347891428,1-Regular school,1-Yes,2-No,42.166574,-83.32053,8907,Kindergarten,5th Grade,1-Primary,609,341,49,390,1,19,54,175,339,1,20,25.59
SUMMIT COVE ELEMENTARY SCHOOL,Colorado,CO ,80681001563,SUMMIT SCHOOL DISTRICT NO. RE 1,806810,SUMMIT COUNTY,0727 COVE BLVD,DILLON,80435,0727 COVE BOULEVARD,DILLON,80435,9703681799,1-Regular school,2-No,2-No,39.590077,-106.006122,8385,Prekindergarten,5th Grade,1-Primary,266,40,14,54,0,3,45,0,214,0,4,16.42
SUMMIT ELEMENTARY SCHOOL,Colorado,CO ,80291001468,CHERRY CREEK SCHOOL DISTRICT NO. 5 IN THE COUNTY OF ARAPAH,802910,ARAPAHOE COUNTY,18201 EAST QUINCY AVE,AURORA,80015,18201 EAST QUINCY AVE,AURORA,80015,7208866400,1-Regular school,2-No,2-No,39.638595,-104.775749,8380,Prekindergarten,5th Grade,1-Primary,522,136,52,188,4,11,120,79,268,2,38,20.38
SUMMIT ELEMENTARY SCHOOL,Colorado,CO ,80291001468,CHERRY CREEK SCHOOL DISTRICT NO. 5 IN THE COUNTY OF ARAPAH,802910,ARAPAHOE COUNTY,18201 EAST QUINCY AVE,AURORA,80015,18201 EAST QUINCY AVE,AURORA,80015,7208866400,1-Regular school,2-No,2-No,39.638595,-104.775749,8380,Prekindergarten,5th Grade,1-Primary,522,136,52,188,4,11,120,79,268,2,38,20.38
SUMMIT VIEW ELEMENTARY SCHOOL,Colorado,CO ,80345000044,DOUGLAS COUNTY SCHOOL DISTRICT NO. RE 1,803450,DOUGLAS COUNTY,10200 SOUTH PIEDMONT DR,HIGHLANDS RANCH,80126,10200 SOUTH PIEDMONT DRIVE,HIGHLANDS RANCH,80126,3033876800,1-Regular school,2-No,2-No,39.531839,-104.962663,8382,Kindergarten,6th Grade,1-Primary,574,18,4,22,0,32,28,4,492,2,16,18.47
SUNFIELD ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,LAKEWOOD PUBLIC SCHOOLS,2620980,EATON COUNTY,380 LONG ST,SUNFIELD,48890,P.O. BOX 249,SUNFIELD,48890,5175668110,1-Regular school,2-No,2-No,42.758156,-84.996402,4102,Kindergarten,5th Grade,1-Primary,151,55,12,67,1,0,6,0,144,0,0,19.82
SUNNYSIDE ELEMENTARY SCHOOL,Colorado,CO ,80348000457,DURANGO SCHOOL DISTRICT NO. 9-R,803480,LA PLATA COUNTY,75 CR 218,DURANGO,81301,75 CR 218,DURANGO,81301,9702595249,1-Regular school,2-No,2-No,37.12204,-107.86281,8388,Prekindergarten,5th Grade,1-Primary,156,40,21,61,3,0,26,0,127,0,0,12.58
SUNRISE ELEMENTARY SCHOOL,Colorado,CO ,80648001418,SCHOOL DISTRICT NO. 3 IN THE COUNTY OF EL PASO AND STATE OF,806480,EL PASO COUNTY,7070 GRAND VALLEY DR,COLORADO SPRINGS,80911,7070 GRAND VALLEY DRIVE,COLORADO SPRINGS,80911,7193913415,1-Regular school,2-No,2-No,38.72879,-104.685301,8392,Kindergarten,5th Grade,1-Primary,647,182,107,289,6,12,161,95,343,7,23,17.81
SUNRISE ELEMENTARY SCHOOL,Colorado,CO ,80648001418,SCHOOL DISTRICT NO. 3 IN THE COUNTY OF EL PASO AND STATE OF,806480,EL PASO COUNTY,7070 GRAND VALLEY DR,COLORADO SPRINGS,80911,7070 GRAND VALLEY DRIVE,COLORADO SPRINGS,80911,7193913415,1-Regular school,2-No,2-No,38.72879,-104.685301,8392,Kindergarten,5th Grade,1-Primary,647,182,107,289,6,12,161,95,343,7,23,17.81
SUNSET ELEMENTARY SCHOOL,Colorado,CO ,80573000983,MOFFAT COUNTY SCHOOL DISTRICT RE: NO. 1,805730,MOFFAT COUNTY,800 WEST 7TH ST,CRAIG,81625,800 WEST 7TH STREET,CRAIG,81625,9708245762,1-Regular school,2-No,2-No,40.517893,-107.55528,8398,Prekindergarten,5th Grade,1-Primary,306,101,17,118,3,0,54,0,238,0,11,17.63
SUNSET LAKE ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,VICKSBURG COMMUNITY SCHOOLS,2634950,KALAMAZOO COUNTY,201 NORTH BLVD ST,VICKSBURG,49097,201 NORTH BOULEVARD ST,VICKSBURG,49097,2693211500,1-Regular school,2-No,2-No,42.121571,-85.539818,4104,Kindergarten,5th Grade,1-Primary,456,132,24,156,2,4,11,6,421,1,11,17.91
SUNSET PARK ELEMENTARY SCHOOL,Colorado,CO ,80612001065,PUEBLO SCHOOL DISTRICT NO. 60 IN THE COUNTY OF PUEBLO AND,806120,PUEBLO COUNTY,110 UNIVERSITY CIRCLE,PUEBLO,81005,110 UNIVERSITY CIRCLE,PUEBLO,81005,7195497610,1-Regular school,2-No,2-No,38.245035,-104.656946,8402,Prekindergarten,5th Grade,1-Primary,496,232,30,262,0,1,270,2,220,0,3,20.36
SUNSET RIDGE ELEMENTARY SCHOOL,Colorado,CO ,80723001248,WESTMINSTER SCHOOL DISTRICT NO. 50 IN THE COUNTY OF ADAMS,807230,ADAMS COUNTY,9451 HOOKER ST,WESTMINSTER,80030,9451 HOOKER STREET,WESTMINSTER,80030,3034268907,1-Regular school,2-No,2-No,39.86911,-105.02898,8406,Kindergarten,5th Grade,1-Primary,348,238,38,276,3,14,236,4,91,0,0,16.91
SUPERIOR ELEMENTARY SCHOOL,Colorado,CO ,80249001518,BOULDER VALLEY SCHOOL DISTRICT NO. RE2,802490,BOULDER COUNTY,1800 SOUTH INDIANA ST,SUPERIOR,80027,1800 SOUTH INDIANA ST.,SUPERIOR,80027,7205614100,1-Regular school,2-No,2-No,39.937437,-105.15776,8418,Kindergarten,5th Grade,1-Primary,592,5,6,11,1,66,28,2,448,0,47,18.25
SUPERIOR HILLS ELEMENTARY SCHOOL,Michigan,MI ,2.60E+11,MARQUETTE AREA PUBLIC SCHOOLS,2600013,MARQUETTE COUNTY,1201 SOUTH MCCLELLAN AVE,MARQUETTE,49855,1201 SOUTH MCCLELLAN AVE,MARQUETTE,49855,9062254295,1-Regular school,2-No,2-No,46.543113,-87.419703,1238,Kindergarten,4th Grade,1-Primary,376,99,18,117,17,3,4,4,329,0,19,19.23
SURLINE ELEMENTARY SCHOOL,Michigan,MI ,2.64E+11,WEST BRANCH-ROSE CITY AREA SCHOOLS,2635850,OGEMAW COUNTY,147 STATE ST,WEST BRANCH,48661,P.O. BOX 308,WEST BRANCH,48661,9893432190,1-Regular school,2-No,2-No,44.279192,-84.234411,5838,Kindergarten,4th Grade,1-Primary,602,316,36,352,6,1,10,1,579,2,3,17.83
SUSICK ELEMENTARY SCHOOL,Michigan,MI ,2.64E+11,WARREN CONSOLIDATED SCHOOLS,2635190,OAKLAND COUNTY,2200 CASTLETON DR,TROY,48083,2200 CASTLETON DR,TROY,48083,5868252665,1-Regular school,2-No,2-No,42.555639,-83.095132,4106,Kindergarten,5th Grade,1-Primary,387,172,26,198,3,40,7,30,292,11,4,17.35
SUTTON ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,TECUMSEH PUBLIC SCHOOLS,2633720,LENAWEE COUNTY,2780 SUTTON RD,ADRIAN,49221,2780 SUTTON RD,ADRIAN,49221,5174232367,1-Regular school,2-No,2-No,41.948659,-83.970237,4107,Kindergarten,4th Grade,1-Primary,293,74,2,76,2,0,24,6,261,0,0,16.28
SUTTONS BAY ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,SUTTONS BAY PUBLIC SCHOOLS,2633360,LEELANAU COUNTY,310 SOUTH ELM ST,SUTTONS BAY,49682,P.O. BOX 367,SUTTONS BAY,49682,2312718601,2-Special education school,2-No,1-Yes,44.972649,-85.654362,4109,Kindergarten,6th Grade,1-Primary,273,135,22,157,62,3,52,0,139,0,17,15.94
SWANSEA ELEMENTARY SCHOOL,Colorado,CO ,80336000414,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,803360,DENVER COUNTY,4650 COLUMBINE ST,DENVER,80216,4650 COLUMBINE STREET,DENVER,80216,7204243630,1-Regular school,2-No,2-No,39.781004,-104.956957,8422,Prekindergarten,5th Grade,1-Primary,556,502,29,531,3,0,511,18,21,0,3,15.66
SWANSON ELEMENTARY SCHOOL,Colorado,CO ,80480000790,JEFFERSON COUNTY SCHOOL DISTRICT NO. R-1,804800,JEFFERSON COUNTY,6055 WEST 68TH AVE,ARVADA,80003,6055 WEST 68TH AVENUE,ARVADA,80003,3039820891,1-Regular school,2-No,2-No,39.820087,-105.063794,8432,Prekindergarten,6th Grade,1-Primary,468,276,79,355,8,29,220,6,190,0,15,14.94
SWINK ELEMENTARY SCHOOL,Colorado,CO ,80684001168,SWINK SCHOOL DISTRICT NO. 33 IN THE COUNTY OF OTERO AND ST,806840,OTERO COUNTY,610 COLUMBIA ST,SWINK,81077,P O BOX 487,SWINK,81077,7193848103,1-Regular school,2-No,2-No,38.01079,-103.62669,8452,Kindergarten,6th Grade,1-Primary,199,65,26,91,1,12,58,2,126,0,0,12.24
SWITZER ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,UTICA COMMUNITY SCHOOLS,2634470,MACOMB COUNTY,53200 SHELBY RD,SHELBY TOWNSHIP,48316,53200 SHELBY RD,SHELBY TOWNSHIP,48316,5867976400,1-Regular school,2-No,2-No,42.685282,-83.068373,4117,Kindergarten,6th Grade,1-Primary,587,72,15,87,0,9,9,10,557,2,0,22.32
SYCAMORE ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,HOPKINS PUBLIC SCHOOLS,2618570,ALLEGAN COUNTY,2163 142ND AVE,DORR,49323,2163 142ND AVE,DORR,49323,6166819189,1-Regular school,2-No,1-Yes,42.725254,-85.757939,6025,Kindergarten,5th Grade,1-Primary,321,66,30,96,3,0,8,0,309,0,1,21.04
SYCAMORE ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,HOPKINS PUBLIC SCHOOLS,2618570,ALLEGAN COUNTY,2163 142ND AVE,DORR,49323,2163 142ND AVE,DORR,49323,6166819189,1-Regular school,2-No,1-Yes,42.725254,-85.757939,6025,Kindergarten,5th Grade,1-Primary,321,66,30,96,3,0,8,0,309,0,1,21.04
SYLVESTER ELEMENTARY SCHOOL,Michigan,MI ,2.61E+11,BERRIEN SPRINGS PUBLIC SCHOOLS,2605430,BERRIEN COUNTY,1 SYLVESTER AVE,BERRIEN SPRINGS,49103,1 SYLVESTER AVE,BERRIEN SPRINGS,49103,2694717198,1-Regular school,2-No,2-No,41.94846,-86.344989,299,3rd Grade,5th Grade,1-Primary,403,231,25,256,2,35,52,104,195,5,10,19.73
SYRING ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,SWARTZ CREEK COMMUNITY SCHOOLS,2633420,GENESEE COUNTY,5300 OAKVIEW DR,SWARTZ CREEK,48473,5300 OAKVIEW DR,SWARTZ CREEK,48473,8105911301,1-Regular school,2-No,2-No,42.950252,-83.851879,4121,Kindergarten,5th Grade,1-Primary,293,97,12,109,1,2,9,22,247,0,12,20.07
T.R. DAVIS ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,DOLLAR BAY-TAMARACK CITY AREA SCHOOLS,2626940,HOUGHTON COUNTY,48475 MAPLE DR,DOLLAR BAY,49922,P.O. BOX 371,DOLLAR BAY,49922,9064825812,1-Regular school,2-No,2-No,47.118106,-88.507627,6189,Kindergarten,6th Grade,1-Primary,166,74,33,107,1,0,3,3,155,1,3,20.75
TAFT-GALLOWAY ELEMENTARY SCHOOL,Michigan,MI ,2.60E+11,WAYNE-WESTLAND COMMUNITY SCHOOL DISTRICT,2600015,WAYNE COUNTY,4035 GLORIA ST,WAYNE,48184,4035 GLORIA ST,WAYNE,48184,7344192760,1-Regular school,2-No,2-No,42.278831,-83.353347,4130,Kindergarten,4th Grade,1-Primary,387,301,19,320,1,6,39,88,240,0,13,18.88
TALBOTT ELEMENTARY SCHOOL,Colorado,CO ,80648001119,SCHOOL DISTRICT NO. 3 IN THE COUNTY OF EL PASO AND STATE OF,806480,EL PASO COUNTY,DEAN AND FORDHAM STREETS,COLORADO SPRINGS,80911,DEAN AND FORDHAM STREETS,COLORADO SPRINGS,80911,7193913475,1-Regular school,2-No,2-No,38.73441,-104.72002,4346,Kindergarten,5th Grade,1-Primary,349,155,50,205,8,6,82,47,177,4,25,15.19
TANGER CENTER,Michigan,MI ,2.63E+11,PLYMOUTH-CANTON COMMUNITY SCHOOLS,2628560,WAYNE COUNTY,40260 FIVE MILE RD,PLYMOUTH,48170,40260 FIVE MILE RD,PLYMOUTH,48170,7345826801,2-Special education school,2-No,2-No,42.395766,-83.441054,5503,Prekindergarten,Prekindergarten,1-Primary,null,null,null,null,null,null,null,null,null,null,null,null
TARVER ELEMENTARY SCHOOL,Colorado,CO ,80690001175,ADAMS 12 FIVE STAR SCHOOLS,806900,ADAMS COUNTY,3500 SUMMIT GROVE PARKWAY,THORNTON,80241,3500 SUMMIT GROVE PARKWAY,THORNTON,80241,7209725640,1-Regular school,2-No,2-No,39.937996,-104.945804,2410,Kindergarten,5th Grade,1-Primary,490,60,21,81,3,12,73,2,390,0,10,20.85
TAVELLI ELEMENTARY SCHOOL,Colorado,CO ,80399000547,POUDRE SCHOOL DISTRICT R-1,803990,LARIMER COUNTY,1118 MIRAMOUNT DR,FORT COLLINS,80524,1118 MIRAMOUNT DRIVE,FORT COLLINS,80524,9704886725,1-Regular school,2-No,2-No,40.614711,-105.056473,8460,Kindergarten,5th Grade,1-Primary,543,195,32,227,8,2,142,11,367,1,12,16.11
TAYLOR ELEMENTARY SCHOOL,Colorado,CO ,80435000626,MESA COUNTY VALLEY SCHOOL DISTRICT NO. 51,804350,MESA COUNTY,689 BRENTWOOD DR,PALISADE,81526,689 BRENTWOOD DR,PALISADE,81526,9702544870,1-Regular school,2-No,2-No,39.100974,-108.352293,8462,Prekindergarten,5th Grade,1-Primary,422,143,40,183,2,0,72,3,337,0,8,20.08
TAYLOR ELEMENTARY SCHOOL,Colorado,CO ,80435000626,MESA COUNTY VALLEY SCHOOL DISTRICT NO. 51,804350,MESA COUNTY,689 BRENTWOOD DR,PALISADE,81526,689 BRENTWOOD DR,PALISADE,81526,9702544870,1-Regular school,2-No,2-No,39.100974,-108.352293,8462,Prekindergarten,5th Grade,1-Primary,422,143,40,183,2,0,72,3,337,0,8,20.08
TAYLOR INTERNATIONAL ACADEMY,Michigan,MI ,2.60E+11,TAYLOR INTERNATIONAL ACADEMY,2600975,OAKLAND COUNTY,26555 FRANKLIN RD,SOUTHFIELD,48034,26555 FRANKLIN ROAD,SOUTHFIELD,48034,9896934834,1-Regular school,1-Yes,2-No,42.48276,-83.28915,364,Kindergarten,5th Grade,1-Primary,84,62,7,69,0,0,1,82,1,0,0,13.55
TAYLOR PARKS ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,TAYLOR SCHOOL DISTRICT,2633540,WAYNE COUNTY,20614 PINECREST ST,TAYLOR,48180,20614 PINECREST ST,TAYLOR,48180,7343741246,1-Regular school,2-No,2-No,42.258977,-83.240007,4141,Kindergarten,5th Grade,1-Primary,490,343,40,383,3,3,30,34,405,0,15,16.2
TBA ISD OAK PARK SPECIAL EDUCATION,Michigan,MI ,2.68E+11,TRAVERSE BAY AREA ISD,2680440,GRAND TRAVERSE COUNTY,301 SOUTH GARFIELD AVE,TRAVERSE CITY,49686,301 SOUTH GARFIELD AVE,TRAVERSE CITY,49686,2319335683,2-Special education school,2-No,2-No,44.761967,-85.595194,9748,Prekindergarten,Prekindergarten,1-Primary,56,21,5,26,1,0,2,2,51,0,0,2.46
TBA ISD TRAVERSE HEIGHTS,Michigan,MI ,2.68E+11,TRAVERSE BAY AREA ISD,2680440,GRAND TRAVERSE COUNTY,933 ROSE ST,TRAVERSE CITY,49686,933 ROSE ST,TRAVERSE CITY,49686,2319335685,2-Special education school,2-No,2-No,44.750503,-85.600336,9783,Kindergarten,Kindergarten,1-Primary,74,33,6,39,1,0,6,4,62,0,1,10.57
