zip,unemployed,households,inc10,inc15,inc25,inc35,inc50,inc75,inc100,inc150,inc200,inc201,medianIncome,meanIncome,ssi,cpa,snap,capitaIncome,poverty
49706,9.4,1851,61,126,349,189,382,404,227,97,16,0,42637,47509,62,59,310,18753,5.9
49707,6.7,10182,900,938,1740,1287,1484,1829,949,737,192,126,36996,49509,609,520,1909,22228,13.3
49709,7.7,1639,171,122,258,343,311,251,141,33,7,2,32014,39030,106,105,368,17795,12.5
49710,1.4,182,12,6,40,20,47,10,9,30,8,0,37727,53393,11,5,31,27527,0
49712,6.1,3430,174,269,436,405,489,803,406,275,58,115,47449,64663,64,112,417,27433,10.9
49713,9.5,719,28,32,80,138,90,187,64,81,13,6,49213,57347,40,2,105,19991,7.6
49715,5.7,1314,90,78,129,125,240,333,198,102,12,7,49457,54503,64,19,134,22110,10.3
49716,5.9,390,25,13,55,37,67,77,52,36,9,19,48333,75479,2,10,28,32133,6.6
49717,0,31,0,0,0,0,9,0,13,0,0,9,96250,135319,0,0,0,99528,0
49718,11.9,327,19,19,53,41,62,60,42,21,10,0,43542,52237,6,0,43,23564,10
49719,3,629,26,18,92,131,112,89,73,67,12,9,38750,56603,24,0,39,26349,4.5
49720,4.7,4004,259,163,349,440,684,829,479,408,226,167,53171,77639,132,50,348,33556,6.5
49721,9.9,6505,667,525,1166,822,1067,1139,422,454,116,127,35920,48953,375,320,1207,22049,14
49722,4.6,93,0,17,14,6,40,0,16,0,0,0,40792,41468,0,0,14,22685,46.7
49724,3.3,458,38,17,32,39,103,104,69,46,5,5,50000,57560,35,12,60,22813,3.3
49725,3.4,337,33,23,31,49,62,69,46,14,0,10,42083,51515,9,2,28,29474,5.5
49726,12.3,509,15,23,43,134,86,112,47,30,0,19,39922,53136,10,12,50,26889,8.7
49727,7.2,2969,188,125,424,489,489,597,331,217,57,52,42978,55235,193,52,351,22946,7.7
49728,6.9,160,8,4,19,33,32,35,21,0,0,8,37500,61382,6,0,18,29140,10.6
49729,4.7,715,26,16,98,125,142,155,84,32,7,30,42688,61585,23,11,50,25792,2.9
49730,8.1,802,33,40,111,65,175,166,150,42,15,5,47371,56402,22,21,109,20545,12
49733,10.4,729,54,34,121,159,175,115,40,27,0,4,34727,42268,50,30,153,17863,12.9
49735,7.4,7893,409,402,1030,853,1600,1625,963,735,158,118,46822,59675,239,345,1353,23935,7.9
49736,5.7,286,16,17,64,34,51,74,20,10,0,0,36875,41824,15,0,15,22122,1.7
49738,8.5,4016,329,337,647,553,671,735,410,234,35,65,38458,53271,301,169,759,22197,12.2
49740,5.5,3019,189,173,239,345,330,578,388,385,137,255,59464,87831,81,49,217,39247,7.4
49743,12.6,363,33,59,24,60,85,60,28,12,0,2,35430,39083,21,11,26,17712,8.9
49744,1,353,12,28,53,29,117,42,28,38,6,0,43393,48985,59,6,57,21805,9.2
49745,8,497,42,24,46,63,79,137,44,48,4,10,49471,56160,24,7,47,23850,8.4
49746,6.6,1534,112,134,287,208,310,289,121,57,2,14,36477,43256,93,45,311,19260,11.6
49747,8.4,855,72,94,111,149,126,186,68,30,12,7,35250,47952,59,15,107,21571,15.4
49748,10.4,96,7,12,23,14,13,26,1,0,0,0,29500,34504,12,2,25,13777,6.5
49749,9.7,1954,85,197,267,264,245,488,188,151,56,13,43021,52846,61,129,257,24955,5.5
49751,5.7,659,39,39,117,115,111,113,60,47,9,9,36681,51519,44,12,110,20527,12.3
49752,12,252,30,42,32,24,12,48,44,0,20,0,34583,49935,41,9,88,15869,24.3
49753,7.3,951,56,35,170,155,184,194,92,45,13,7,40102,47454,33,56,128,19875,5.8
49755,9.8,770,39,58,93,95,141,195,65,55,20,9,45729,54063,28,21,78,22115,12.5
49756,8.4,1764,113,202,276,276,352,312,117,88,8,20,35493,45610,94,56,320,20052,12.9
49757,13.1,190,0,6,27,9,63,46,11,20,3,5,39943,58482,3,0,4,28386,0
49759,7.5,714,75,56,73,151,150,115,52,32,7,3,35250,43030,31,29,86,21028,8.4
49760,9.5,272,22,22,14,30,51,80,31,18,4,0,48750,50076,20,13,29,20252,7.3
49762,6.6,296,9,11,65,25,68,57,34,13,3,11,43611,54682,17,0,5,25111,8.9
49764,0,37,0,0,0,0,0,37,0,0,0,0,63508,null,0,0,0,14634,0
49765,10.7,1794,148,188,314,286,330,336,113,54,8,17,33259,42707,116,98,369,19106,15.5
49766,6,1104,72,103,162,144,179,263,75,58,25,23,44474,54534,47,34,181,22970,12.2
49768,14.3,211,15,12,18,59,38,43,11,15,0,0,38750,43244,0,0,18,22688,6.6
49769,6.1,623,35,23,96,83,100,193,58,34,0,1,44141,48415,51,11,76,19279,11.2
49770,6,7071,393,244,995,866,947,1444,809,731,201,441,50854,73327,237,215,835,30505,6.3
49774,5.3,742,42,27,111,95,115,170,124,52,2,4,45500,52536,16,0,43,23049,7.5
49775,10.3,44,0,9,3,14,4,12,2,0,0,0,33000,38939,0,0,2,24762,11.8
49776,5.6,863,103,45,83,124,186,188,73,47,4,10,40559,49231,32,25,67,22127,6.9
49777,3.8,820,55,23,122,85,137,184,124,65,22,3,46667,56527,13,27,54,28913,3.5
49779,4.1,2219,188,192,341,195,473,418,219,154,7,32,41893,48890,49,36,145,22489,6
49780,8.8,747,43,68,82,100,108,159,79,85,17,6,47083,56307,41,14,74,22678,10.9
49781,11.3,1834,98,163,328,211,285,416,166,110,34,23,38750,49919,55,33,227,21234,12.4
49782,4.8,235,11,19,31,23,42,62,23,19,4,1,43250,50386,3,6,17,22174,6.5
49783,8,8243,1062,577,1181,863,1198,1550,936,615,94,167,40504,55283,426,320,1471,23379,11
49788,7.3,1123,268,96,126,145,140,131,168,44,5,0,29036,38098,89,100,520,8583,37.8
49791,6.2,106,0,9,22,13,29,22,8,3,0,0,36406,40798,3,0,22,17800,20.5
49793,11,191,15,7,28,40,38,25,15,23,0,0,37292,45767,5,0,20,21947,14.5
49795,10.9,857,42,74,153,112,151,201,87,25,7,5,39491,46209,48,31,176,19475,12.6
49796,7.9,127,7,5,6,28,25,30,13,4,0,9,44196,69683,6,0,0,38552,4.5
49799,11.9,900,70,53,155,178,160,140,85,49,5,5,34595,43878,38,38,186,17162,18.4
49801,3.5,4879,207,373,775,536,756,859,551,610,111,101,46676,64773,188,105,474,28451,4.9
49802,5.3,3010,287,250,480,394,587,502,294,160,22,34,37608,48381,116,58,333,22052,12.9
49805,4.6,108,9,6,8,7,22,23,12,21,0,0,51250,58255,9,0,9,22633,0
49806,6.7,259,17,12,21,37,54,65,23,18,8,4,45809,55625,5,0,22,28851,1.8
49807,7,1376,92,86,114,196,243,277,167,144,39,18,48604,58226,84,36,107,22647,7.9
49808,11.4,98,0,4,8,25,17,25,16,0,3,0,43750,53159,0,0,10,27152,0
49812,3.9,339,19,12,66,42,78,82,30,3,0,7,39135,46276,21,7,23,20428,3.5
49814,8.1,542,30,37,55,58,94,127,87,40,11,3,49700,54765,25,18,43,22071,9.1
49815,9,233,5,19,43,40,35,54,12,11,10,4,39479,54532,21,0,34,21682,12.5
49816,2.9,311,22,14,28,58,67,69,38,8,5,2,43144,49475,13,13,15,18206,8.7
49817,4.5,237,8,18,34,65,15,43,38,16,0,0,34398,47870,3,0,11,21897,8.8
49818,10.1,412,22,30,53,55,59,86,67,40,0,0,47969,51855,20,8,42,22955,7.6
49819,6.8,20,0,0,0,7,0,6,7,0,0,0,71250,62080,3,0,0,19403,0
49820,0.8,159,39,18,21,23,38,8,8,4,0,0,25375,29246,34,15,33,19356,0
49821,6.8,620,20,36,81,93,123,129,105,31,2,0,43529,49366,29,12,78,20563,10.2
49822,18.1,73,4,5,5,19,17,12,4,0,7,0,37708,51203,0,5,12,23048,13
49825,9.6,143,8,6,30,10,36,7,32,14,0,0,42250,51608,7,0,25,25002,16.1
49826,8,72,3,16,11,12,0,7,19,4,0,0,31250,45871,0,0,0,17840,15
49827,5.9,449,38,72,43,82,91,62,23,32,3,3,32125,41715,12,19,49,20752,16.4
49829,6.2,7552,785,755,1311,830,1001,1482,727,483,87,91,36046,47730,455,384,1425,20988,10.4
49831,10,328,7,15,50,21,58,114,21,37,5,0,55000,56765,2,12,13,22794,0.8
49833,4.4,104,0,0,55,0,9,40,0,0,0,0,17364,33592,0,0,0,15002,0
49834,0,123,12,9,26,19,34,8,2,13,0,0,29659,40082,13,0,12,19847,7.7
49835,6,375,21,23,49,63,93,84,30,7,2,3,39152,44553,13,2,35,21382,4.2
49836,4.9,376,16,48,42,59,56,121,23,11,0,0,41176,43422,7,3,46,16757,10.5
49837,5.1,4096,221,217,525,421,740,993,515,349,70,45,48550,55867,164,109,414,23311,9.5
49838,8,231,24,22,42,39,39,52,10,3,0,0,31016,35503,26,8,38,17089,15.2
49839,0,178,11,40,21,29,33,33,6,5,0,0,30357,34780,5,4,9,18698,13.3
49840,15.5,354,46,38,42,51,42,57,41,21,1,15,36250,55742,9,11,45,23539,11
49841,7.2,2795,181,129,404,319,523,539,385,168,75,72,45984,58716,164,103,508,23602,14.2
49847,4.1,386,18,21,68,87,67,67,44,5,9,0,34833,43997,10,6,37,21940,4.8
49848,1.6,76,6,3,9,11,10,24,2,11,0,0,46875,50979,6,0,3,30460,0
49849,4.4,4949,360,328,426,758,916,951,615,533,40,22,44869,53334,258,302,532,22249,5.1
49852,3.3,51,3,7,16,15,0,7,3,0,0,0,24583,28692,3,0,6,16084,13.6
49853,8.7,545,37,25,33,75,90,114,104,58,4,5,51563,59047,19,16,61,24061,6.3
49854,5.9,2844,255,268,392,403,487,520,314,130,48,27,38478,48214,102,128,345,21331,12.5
49855,3.2,12573,1555,1070,1367,1123,1562,2286,1474,1343,441,352,44757,61284,355,341,1506,24373,9.8
49858,8.4,5705,675,406,580,677,937,1300,666,394,30,40,42729,48970,155,259,936,22868,11.5
49861,5.3,225,15,26,21,49,44,57,5,4,0,4,35625,56698,5,0,25,25498,9.5
49862,6.6,1766,127,107,276,303,310,245,225,123,28,22,38368,50466,31,51,188,20209,5.6
49863,11.3,53,17,12,3,0,4,14,0,3,0,0,12375,32292,9,4,13,14160,22.2
49864,22.1,43,0,15,0,0,28,0,0,0,0,0,35855,28263,0,0,19,13973,0
49866,4.6,3082,221,132,378,241,543,725,457,307,49,29,50430,56905,179,90,200,23061,6
49868,3.3,1930,135,161,367,246,296,392,212,112,0,9,38953,45484,88,53,336,16950,14.6
49870,7.8,1431,155,68,202,126,413,228,65,124,44,6,41861,51797,38,82,230,21620,13.1
49871,4.3,242,22,9,34,58,41,46,26,3,0,3,34615,42697,23,13,44,15346,9.1
49872,7.6,89,0,12,6,23,24,11,10,3,0,0,35972,43110,3,0,16,19295,0
49873,16.3,51,17,0,3,6,3,17,5,0,0,0,27292,40020,0,0,3,16300,0
49874,10.2,444,29,42,87,69,77,63,53,15,3,6,34375,45316,11,11,87,17642,17.9
49876,3.2,434,0,25,44,78,79,84,101,23,0,0,46000,51744,0,19,46,21399,0
49877,0,12,0,0,0,3,1,6,0,0,2,0,56250,70708,2,2,2,19514,0
49878,5.1,1562,79,115,173,151,298,298,275,114,28,31,47319,58033,89,16,129,26463,6.2
49879,4.1,447,42,23,75,55,69,108,42,27,3,3,41250,47328,30,31,78,21315,14.9
49880,11,508,80,14,58,66,140,95,31,19,3,2,38581,42794,24,5,77,18523,14.8
49881,8.6,174,29,4,8,34,12,61,21,3,0,2,51250,52320,7,0,10,23343,25.6
49883,6.6,47,0,7,11,5,12,6,6,0,0,0,35417,40545,0,0,2,20494,0
49884,9.5,237,6,46,47,53,18,57,10,0,0,0,27216,33236,36,40,64,9201,14
49885,6,667,57,32,64,92,88,152,119,45,13,5,50050,54643,42,6,39,23199,7.1
49886,3.5,173,16,42,29,20,29,23,9,5,0,0,24583,33923,16,10,40,15870,28.3
49887,5.5,1168,111,73,173,120,240,251,146,32,14,8,42905,47205,17,24,96,20773,6.1
49891,6.5,306,25,45,50,54,41,33,29,19,10,0,29844,44003,14,7,44,22311,6
49892,3.4,813,38,45,71,85,142,170,143,101,13,5,52361,60457,12,15,40,26441,1.2
49893,2.9,897,60,34,101,72,188,242,142,36,7,15,48984,56178,56,34,41,25199,4.8
49894,11.8,353,0,20,59,55,65,57,46,42,9,0,48520,56597,0,11,11,23283,4.6
49895,1.9,253,23,0,70,14,32,33,24,47,10,0,40469,57086,11,0,31,19093,10.7
49896,8.6,645,54,48,94,85,160,101,54,26,13,10,37599,48245,62,46,186,18385,13
49901,4.6,120,2,0,34,33,14,23,11,3,0,0,29167,40368,7,3,20,16791,16.9
49902,3.7,51,7,2,12,14,9,7,0,0,0,0,27875,28986,0,0,4,17497,0
49903,1.7,69,11,14,18,0,16,1,9,0,0,0,21250,31794,0,0,26,15071,31.4
49905,7,686,101,27,107,121,81,103,53,90,0,3,32115,47109,14,37,125,17024,16.9
49908,3.8,957,105,71,182,128,162,152,70,75,8,4,34395,46984,55,22,141,15938,11
49910,1.6,193,30,22,24,24,16,46,12,7,12,0,32031,45799,0,0,22,24551,19.3
49911,8.3,1326,91,181,291,132,141,300,114,55,5,16,31739,47206,110,76,220,21163,15.2
49912,8.9,526,59,44,100,71,63,116,48,25,0,0,33167,40006,25,13,66,20950,15.2
49913,5.2,3043,332,282,440,540,594,484,227,119,14,11,33112,40861,159,131,572,16828,11.4
49915,10.6,245,29,10,99,14,26,32,22,13,0,0,24320,38585,20,21,46,18166,11.1
49916,3.5,988,37,66,137,87,146,232,120,103,22,38,50656,62659,16,29,80,23281,6.3
49917,4.3,83,7,13,12,23,9,5,14,0,0,0,26827,34034,10,0,16,13447,20.7
49918,7.9,46,7,3,7,2,7,8,11,0,1,0,37000,45898,4,0,3,26630,0
49919,1.7,125,3,0,14,21,31,40,16,0,0,0,46563,48197,21,3,11,20666,9.4
49920,3.5,1850,93,153,299,258,375,379,143,120,10,20,39839,48011,39,43,127,21594,4.6
49921,12.6,114,40,0,16,14,23,21,0,0,0,0,30417,30112,0,25,40,14735,50
49922,2.5,293,7,21,34,59,63,47,43,13,0,6,41528,50498,7,7,21,19615,5.2
49925,3.5,261,16,25,46,53,26,68,7,8,7,5,31319,44914,19,12,28,20774,2.1
49927,5.7,164,15,15,39,39,13,36,7,0,0,0,27031,33293,9,6,13,16434,2.2
49929,8.8,113,5,5,34,23,24,18,0,4,0,0,33250,35521,10,2,32,17684,3.3
49930,3.5,3090,502,285,397,401,395,517,226,256,60,51,34083,48463,108,127,429,21964,10.2
49931,5.7,3130,455,351,668,292,362,295,237,355,59,56,27592,47529,58,52,475,16141,17.8
49934,6,436,39,40,76,68,84,90,37,2,0,0,34583,38377,3,3,91,15798,16.2
49935,3.2,2854,243,301,492,413,467,610,191,92,21,24,34433,41760,166,114,439,19632,6.7
49938,5.1,3855,373,367,611,648,637,598,272,215,83,51,33923,46481,123,170,638,22893,13.4
49942,30.4,48,0,0,0,6,24,18,0,0,0,0,41875,46110,0,0,0,16825,0
49945,5.6,1039,65,95,120,183,186,204,94,40,26,26,38565,53578,20,29,168,23016,16.3
49946,4.8,1669,191,119,222,221,243,368,177,78,29,21,40625,48414,45,56,205,20158,12.2
49947,0.8,400,9,36,42,76,109,62,43,18,2,3,41750,47267,6,11,6,11404,11
49948,8.1,253,29,23,46,24,41,63,23,4,0,0,35511,40557,21,3,44,20584,18.9
49950,4.1,526,45,48,59,94,75,116,62,7,6,14,38269,48642,22,15,68,20453,12.9
49952,1.9,58,2,0,9,16,15,11,5,0,0,0,42500,41405,0,0,2,17801,0
49953,6.7,1527,145,115,247,256,191,333,97,100,17,26,35042,47437,84,42,188,23211,7.6
49955,0,113,6,0,15,9,39,40,0,4,0,0,41023,44572,8,16,14,12565,0
49958,4.9,606,19,8,125,107,124,127,72,24,0,0,39940,45888,31,15,47,19431,6.2
49959,1.3,172,9,5,45,30,39,14,19,7,0,4,32500,46556,21,0,45,18735,13.2
49960,6.8,78,9,7,16,6,14,13,7,6,0,0,35625,40467,0,5,12,20677,6.7
49961,13.3,48,2,4,21,3,3,13,0,2,0,0,24464,38200,0,0,6,20300,8
49962,0,102,3,11,5,21,26,25,7,4,0,0,45769,45881,13,8,3,28972,0
49963,7.3,329,21,37,63,44,44,75,21,21,3,0,34896,43003,25,0,41,16888,8.6
49965,4.6,178,13,20,17,18,28,41,30,11,0,0,48056,48713,3,2,13,22614,6.7
49967,3,268,4,21,46,47,68,53,7,18,2,2,40313,44506,8,7,15,22019,3.4
49968,3.8,1042,132,109,196,99,180,231,53,38,0,4,33707,39026,59,52,192,19189,8.8
49969,4,553,15,25,99,53,136,92,74,53,0,6,41888,55470,4,0,24,24944,5.3
49970,9.5,109,0,0,9,12,26,54,0,8,0,0,54375,53745,2,0,9,21918,0
49971,3.1,175,13,14,28,40,24,31,8,14,3,0,31875,43624,14,10,22,22005,3.1
54540,4.3,616,72,46,69,117,88,109,40,44,21,10,36250,50688,33,24,66,24492,6.6
54554,8.1,633,53,46,102,101,98,122,31,66,5,9,37917,50130,40,18,86,24034,9.5
80002,5.2,7997,686,361,813,974,1342,1379,967,889,355,231,47814,65487,340,196,368,29609,8.6
80003,6.5,13444,610,369,1111,1536,2109,3140,2187,1692,471,219,57286,66026,388,427,959,25413,9.5
80004,5.5,14326,709,533,1253,1204,1887,2635,2450,2527,721,407,64767,75221,583,274,545,30568,4.7
80005,4.1,10048,240,152,659,490,928,1925,1918,2322,871,543,83409,92846,93,68,117,36162,4.1
80007,4.5,2456,11,50,95,80,90,236,310,579,471,534,130129,154915,79,14,14,54417,2
80010,8.9,12768,1615,1305,2300,1917,2238,1691,1086,457,133,26,31248,38956,586,621,2565,12883,32.2
80011,8.7,16329,1453,1129,2162,2146,2876,3718,1581,1099,112,53,41138,47918,646,345,2357,17333,18
80012,6,18042,1798,1156,2646,2863,2756,3362,1738,1332,277,114,37964,48292,607,339,1339,20381,19
80013,6,24916,810,495,1400,1909,3054,5863,4537,4900,1365,583,70474,78757,810,356,1184,28628,6.1
80014,3.6,17355,1716,937,2215,1991,3032,3283,1614,1538,634,395,42992,57544,360,245,690,28653,10.7
80015,5.1,21279,523,351,823,1146,2140,4626,3572,5037,1765,1296,81676,93772,469,301,637,32053,4
80016,3.5,13281,266,200,560,536,964,1822,2136,2984,1990,1823,102371,124886,189,136,249,44559,3.4
80017,7.5,13126,732,513,1315,1377,2429,3318,1558,1429,309,146,51190,60507,469,233,1134,23318,11.2
80018,4.3,3038,135,36,164,167,359,545,496,855,184,97,83269,84806,36,57,165,28078,9.6
80019,6,696,12,23,61,25,82,239,111,91,34,18,62386,94676,0,0,15,40893,0
80020,5,17662,526,494,1076,1255,2037,3204,2984,3622,1420,1044,76664,91637,424,371,609,34181,3.9
80021,5.2,12358,407,303,669,1062,1557,2764,2230,2124,904,338,69852,80150,274,137,258,33485,3
80022,7.4,12805,1027,643,1311,1125,1920,2531,2005,1670,394,179,53634,62261,562,392,1771,20242,14
80023,3,4687,134,55,139,171,288,820,526,1094,778,682,108806,131998,81,48,83,48733,4.5
80024,45.5,122,0,0,0,22,79,12,0,0,0,9,39716,61783,0,44,44,17525,0
80025,0,147,0,20,0,0,0,46,15,0,49,17,78750,112635,0,0,0,72620,0
80026,5.9,10536,613,326,651,746,1451,1826,1587,1782,755,799,69838,90452,180,209,491,36646,7.8
80027,4.2,12187,404,237,638,898,1151,1809,1642,2693,1364,1351,87870,109455,132,168,227,43323,2.2
80030,9.5,5752,603,443,922,790,661,1318,610,328,54,23,38245,46515,325,186,618,17916,18.3
80031,5.7,12339,443,219,827,930,1537,2712,2034,2241,668,728,68269,85261,270,258,436,33398,6.8
80033,6,11109,701,545,1488,1085,1829,2152,1502,1233,349,225,49202,63357,457,293,966,29339,9.3
80045,6.3,132,20,26,0,15,35,17,19,0,0,0,35735,36698,0,0,6,17156,19.6
80101,1.7,90,10,6,11,6,19,22,6,6,0,4,44167,56190,5,0,2,27979,3.6
80102,6.5,1882,46,41,126,257,176,393,221,430,100,92,67763,80054,42,41,74,28895,3.4
80103,5.1,884,25,50,63,90,95,271,90,146,46,8,60000,68867,18,28,54,24665,9.1
80104,5.4,10123,249,180,500,590,1019,2042,1788,2187,922,646,81271,96835,140,108,398,36222,2.8
80105,4.3,427,28,16,26,30,71,132,60,39,23,2,60625,64065,18,1,27,26190,3.2
80106,7.2,1598,41,23,39,60,131,327,232,428,165,152,96471,115065,46,32,40,37153,4.3
80107,4.9,4115,73,46,175,187,380,770,1040,999,229,216,82997,95045,30,38,77,34854,3.8
80108,3.2,7487,25,48,331,360,652,783,845,1435,1220,1788,121955,161332,51,26,124,57357,2
80109,4,5439,165,163,169,172,224,783,850,1501,732,680,104380,117446,34,50,118,38174,6.2
80110,8.4,8968,745,654,1195,1434,1533,1707,945,556,145,54,39537,48167,310,332,976,20661,19.7
80111,3.6,11266,453,232,441,718,1100,1639,1221,2301,1429,1732,96346,130272,106,62,138,52902,2.8
80112,3.4,11182,286,254,350,844,1512,2042,1720,2220,900,1054,79902,102071,134,115,366,42395,4.4
80113,5.1,9437,542,479,1024,953,1236,1797,901,969,293,1243,54704,112630,224,206,514,52600,4.8
80116,4,1393,53,22,53,27,107,231,205,324,198,173,99890,120871,91,0,68,47974,4.2
80117,7.3,1063,27,47,76,86,199,203,141,166,92,26,61417,77614,18,27,69,29846,5.3
80118,3.6,1932,59,11,105,56,146,199,187,582,338,249,111250,123249,3,29,28,47106,3.3
80120,5.3,12335,965,839,1306,1213,1349,2378,1447,1682,467,689,54395,72261,312,122,697,32270,8.2
80121,3.9,7124,263,220,252,573,534,1344,1031,1233,579,1095,82096,140866,185,49,205,56621,4.4
80122,5,11848,294,235,685,614,1349,2213,1857,2615,1037,949,82564,99475,283,78,186,39947,2.6
80123,4.4,18472,615,502,1050,1665,2205,3776,2846,2902,1524,1387,70305,91753,244,163,227,39422,3.6
80124,3.2,6782,181,118,165,181,604,1282,1027,1316,629,1279,94950,134471,17,101,63,50983,1.5
80125,4.6,3544,43,8,26,143,236,540,521,1112,445,470,110700,124358,42,25,10,43471,1.4
80126,3.9,13515,288,115,339,495,765,1819,1746,3861,2080,2007,111664,134226,132,39,142,46045,2.2
80127,4.4,16001,365,191,659,641,1402,2320,2656,4145,1870,1752,98257,119021,160,215,228,44371,2.6
80128,6.4,13858,367,234,870,858,1385,2791,2244,3322,1179,608,79192,91312,257,80,264,35791,3.4
80129,4.2,9639,75,51,174,361,456,1301,1922,2835,1279,1185,106935,128677,0,106,41,45087,1.3
80130,3.7,10418,129,107,270,481,628,1887,1755,2834,1498,829,99290,109249,99,179,158,40784,1.6
80131,0,63,8,26,0,25,0,4,0,0,0,0,12260,22184,0,0,0,12310,51
80132,3.6,6447,97,162,115,163,429,939,1114,1715,838,875,105613,122072,50,21,79,41017,2.2
80133,2.4,749,46,12,62,45,118,266,82,78,40,0,56250,63345,11,5,45,27516,10.2
80134,3.4,19625,483,311,528,805,1802,2639,3282,5461,2377,1937,99756,114550,331,240,393,41396,2
80135,6.8,1396,23,41,45,126,134,286,140,243,166,192,90288,113962,64,7,31,42341,3.5
80136,4.1,1750,76,0,162,75,199,334,458,374,36,36,76726,76783,9,18,39,25689,3.8
80137,5.8,361,26,0,32,23,54,46,65,71,27,17,74583,82463,26,0,3,35958,0
80138,3.2,10074,153,129,298,371,974,1601,1662,2665,1257,964,98434,109511,193,30,116,39308,2.5
80202,3.9,6094,899,387,389,331,412,837,919,685,626,609,67672,95489,332,235,437,64909,11.1
80203,4.2,12644,1583,944,1605,1615,2165,2004,1166,946,357,259,38113,54436,386,328,861,39202,4.6
80204,6.5,12274,2337,974,1937,1105,2101,1711,1026,779,120,184,32939,46203,1100,681,2512,19306,26.2
80205,9.6,11556,1289,907,1679,1257,1355,1994,1151,1370,382,172,41978,56008,581,692,1827,24666,22.7
80206,4.8,11630,1087,716,836,1213,1295,1747,1246,1461,644,1385,60569,100728,254,251,565,57203,4.6
80207,6.9,7982,820,488,813,685,1102,1111,951,1023,352,637,51347,85077,332,220,823,34545,12
80209,4.7,11321,830,528,668,707,1114,1831,1389,1547,785,1922,74778,119643,400,147,310,64974,4.9
80210,4.3,14915,1531,412,1060,1453,1707,2223,1790,2156,1119,1464,62245,96279,254,171,329,42949,4.8
80211,6.9,14260,1172,1207,1417,1328,2142,2327,1300,1914,872,581,48522,68563,667,458,1310,31698,15.1
80212,4.6,8505,487,563,719,922,1107,1610,1035,1473,356,233,56509,71231,437,188,431,34036,3.4
80214,6.9,10803,877,677,1821,1802,1672,1890,1214,671,107,72,36810,48408,520,454,1410,21758,20.5
80215,6,8028,541,278,1035,630,1195,1506,913,1143,469,318,53465,74404,294,333,591,34914,9.5
80216,9.1,3057,304,378,555,484,207,571,285,210,33,30,31073,45191,200,129,566,14714,32
80218,5,11388,1294,785,1280,1180,1815,1958,938,1110,390,638,43362,71116,304,137,624,44690,9.6
80219,8,19047,1732,1414,3148,2712,3581,3480,1751,914,164,151,36535,45658,1175,654,3131,15143,23.9
80220,5.9,14895,1174,664,1451,1322,1520,2378,1483,2333,1049,1521,63207,100130,367,369,823,45598,10.6
80221,6.5,12842,943,636,1724,1795,1832,3082,1396,1045,242,147,44578,54635,529,248,1054,19415,17.9
80222,7.2,9313,940,467,1042,1528,1288,1598,1002,848,398,202,41987,58383,127,90,599,28945,12.2
80223,8.2,6385,569,514,867,912,1162,1222,592,439,63,45,39710,50108,501,197,847,20135,17.6
80224,3.3,7963,922,439,880,851,1580,1160,700,864,300,267,42881,61409,353,117,649,31862,13.6
80226,5.3,12842,764,571,1667,1325,1822,2577,1758,1638,507,213,51828,63245,273,328,1026,27151,12.5
80227,5.5,14450,498,430,1379,1651,2310,3085,1804,1859,800,634,56090,75369,326,269,783,32215,7.3
80228,5.6,13491,549,395,894,1196,1918,2390,1989,2377,921,862,68467,86686,403,98,267,38258,3.5
80229,6.7,16792,832,943,1690,2330,3270,3916,2092,1425,187,107,46178,54036,677,392,1068,19447,13.2
80230,2.8,3635,353,150,259,214,459,663,310,395,328,504,64600,107734,105,146,152,50260,13.4
80231,3.7,15834,1423,910,2215,2473,2343,2390,1490,1511,706,373,40139,59671,298,358,879,30199,16.4
80232,5.2,8901,512,264,737,848,1251,2299,1019,1495,241,235,59153,69784,292,177,636,29075,7.3
80233,7.2,16149,809,521,1332,1581,2431,3725,2745,2338,495,172,59259,65372,424,392,752,24780,8.2
80234,6.9,10219,402,316,781,961,1499,2140,1352,1680,708,380,62090,80876,247,83,491,32338,8.9
80235,5.1,3505,189,179,484,408,563,519,308,539,149,167,49063,68839,123,29,291,28501,11.1
80236,4.9,5726,320,354,635,646,806,1090,878,756,164,77,51821,62106,327,103,704,22461,11.4
80237,3.5,9021,634,300,596,966,1507,1726,1149,999,565,579,56250,80946,155,99,320,43091,4.6
80238,3.3,3654,47,50,170,63,300,449,412,887,656,620,122817,132922,9,15,41,50742,3.6
80239,7.7,11117,845,601,1121,1542,2080,2411,1586,652,215,64,44597,52484,98,265,1385,16002,19.3
80241,4.6,10804,216,240,368,498,1170,1827,2189,2977,914,405,84794,93928,103,132,279,32955,2.1
80246,5.2,7002,833,735,959,722,1229,1017,671,403,143,290,37316,55438,189,196,535,32027,18.6
80247,4.3,13417,1833,1131,2084,1863,2173,2332,1060,596,151,194,33792,44225,461,212,582,25150,23.8
80249,5.3,7517,287,164,377,464,1139,1937,1719,1080,216,134,66708,72047,112,278,784,24189,8.2
80260,7.2,11267,847,665,1932,1356,1989,2558,1073,640,146,61,40478,47815,394,354,1445,18961,18.3
80264,null,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,null,null
80290,null,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,null,null
80293,null,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,null,null
80294,null,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,null,null
